Bin , nEvents , Efficiencies
152.41,1632,0.03264
165.05,1689,0.03378
178.75,1553,0.03106
193.57,1488,0.02976
209.63,1409,0.02818
227.02,1323,0.02646
245.86,1235,0.0247
266.25,1170,0.0234
288.34,1097,0.02194
312.26,1035,0.0207
338.16,953,0.01906
366.21,801,0.01602
396.59,799,0.01598
429.49,713,0.01426
465.12,660,0.0132
503.71,575,0.0115
545.49,511,0.01022
590.74,443,0.00886
639.75,437,0.00874
692.82,360,0.0072
750.29,312,0.00624
812.54,314,0.00628
879.94,269,0.00538
952.94,212,0.00424
1032,179,0.00358
1117.6,160,0.0032
1210.3,141,0.00282
1310.7,112,0.00224
1419.4,87,0.00174
1537.2,71,0.00142
1664.7,56,0.00112
1802.8,28,0.00056
1952.4,34,0.00068
2114.3,15,0.0003
2289.7,21,0.00042
2479.7,11,0.00022
