"Bin "," nEvents "," Efficiencies"
152.41,1654,"0.03234   "
165.05,1627,0.03254667
178.75,1577,"0.0303    "
193.57,1502,0.02940666
209.63,1478,"0.02794   "
227.02,1351,"0.02562   "
245.86,1224,0.02430666
266.25,1156,0.02316666
288.34,1100,0.02187334
312.26,1030,0.01980667
338.16,931,0.01864666
366.21,833,"0.01632   "
396.59,794,0.01559333
429.49,674,0.01434666
465.12,604,0.01270666
503.71,568,0.01124666
545.49,552,0.01004666
590.74,442,0.00875334
639.75,367,"0.00856   "
692.82,359,0.00716667
750.29,329,0.00606666
812.54,265,"0.00604   "
879.94,276,"0.00532   "
952.94,205,"0.00416   "
1032,167,"0.00344   "
1117.6,130,0.00304667
1210.3,119,"0.00258   "
1310.7,123,"0.0021    "
1419.4,90,"0.0016    "
1537.2,58,"0.0013    "
1664.7,55,0.00103334
1802.8,39,0.00056667
1952.4,20,"0.00064   "
2114.3,19,0.00024666
2289.7,17,"0.00036   "
2479.7,9,"0.0002  "
