Bin , nEvents , Efficiencies
152.41,1552,0.03204
165.05,1529,0.03119
178.75,1511,0.02937
193.57,1378,0.02899
209.63,1382,0.02741
227.02,1259,0.02453
245.86,1171,0.02427
266.25,1119,0.02227
288.34,1019,0.0211 
312.26,986,0.01845
338.16,848,0.01732
366.21,772,0.0162 
396.59,729,0.01444
429.49,649,0.01408
465.12,614,0.01205
503.71,499,0.01092
545.49,493,0.00963
590.74,428,0.00848
639.75,406,0.00757
692.82,317,0.00687
750.29,328,0.00558
812.54,233,0.00517
879.94,239,0.00453
952.94,189,0.00343
1032,160,0.00278
1117.6,140,0.00243
1210.3,114,0.00201
1310.7,99,0.00164
1419.4,81,0.00118
1537.2,62,0.00095
1664.7,44,0.00065
1802.8,54,0.00056
1952.4,27,0.00046
2114.3,17,0.00019
2289.7,7,0.00018
2479.7,10,0.00012
