Bin , nEvents , Efficiencies
152.41,1696,0.03392
165.05,1640,0.0328
178.75,1513,0.03026
193.57,1481,0.02962
209.63,1462,0.02924
227.02,1316,0.02632
245.86,1248,0.02496
266.25,1128,0.02256
288.34,1165,0.0233
312.26,982,0.01964
338.16,896,0.01792
366.21,826,0.01652
396.59,811,0.01622
429.49,706,0.01412
465.12,644,0.01288
503.71,584,0.01168
545.49,521,0.01042
590.74,475,0.0095
639.75,426,0.00852
692.82,367,0.00734
750.29,302,0.00604
812.54,279,0.00558
879.94,256,0.00512
952.94,234,0.00468
1032,192,0.00384
1117.6,166,0.00332
1210.3,136,0.00272
1310.7,99,0.00198
1419.4,101,0.00202
1537.2,68,0.00136
1664.7,56,0.00112
1802.8,38,0.00076
1952.4,26,0.00052
2114.3,24,0.00048
2289.7,18,0.00036
2479.7,7,0.00014
