Bin , nEvents , Efficiencies
152.41,1704,0.03408
165.05,1586,0.03172
178.75,1545,0.0309
193.57,1471,0.02942
209.63,1441,0.02882
227.02,1308,0.02616
245.86,1240,0.0248
266.25,1144,0.02288
288.34,1092,0.02184
312.26,1008,0.02016
338.16,966,0.01932
366.21,886,0.01772
396.59,745,0.0149
429.49,701,0.01402
465.12,659,0.01318
503.71,614,0.01228
545.49,537,0.01074
590.74,476,0.00952
639.75,373,0.00746
692.82,438,0.00876
750.29,339,0.00678
812.54,292,0.00584
879.94,225,0.0045
952.94,219,0.00438
1032,161,0.00322
1117.6,169,0.00338
1210.3,122,0.00244
1310.7,92,0.00184
1419.4,81,0.00162
1537.2,78,0.00156
1664.7,45,0.0009
1802.8,32,0.00064
1952.4,28,0.00056
2114.3,27,0.00054
2289.7,15,0.0003
2479.7,14,0.00028
