Bin , nEvents , Efficiencies
150,213,0.00426
160,224,0.00448
170,231,0.00462
180,227,0.00454
190,233,0.00466
200,555,0.0111
220,574,0.01148
240,577,0.01154
260,596,0.01192
280,594,0.01188
300,607,0.01214
320,571,0.01142
340,605,0.0121
360,638,0.01276
380,545,0.0109
400,531,0.01062
420,537,0.01074
440,558,0.01116
460,542,0.01084
480,529,0.01058
500,488,0.00976
520,485,0.0097
540,443,0.00886
560,457,0.00914
580,471,0.00942
600,652,0.01304
630,562,0.01124
660,577,0.01154
690,540,0.0108
720,518,0.01036
750,450,0.009
780,413,0.00826
810,385,0.0077
840,376,0.00752
870,324,0.00648
900,514,0.01028
950,463,0.00926
1000,389,0.00778
1050,383,0.00766
1100,300,0.006
1150,259,0.00518
1200,255,0.0051
1250,263,0.00526
1310,215,0.0043
1370,174,0.00348
1430,147,0.00294
1490,123,0.00246
1550,125,0.0025
1610,95,0.0019
1680,80,0.0016
1750,61,0.00122
1820,69,0.00138
1890,64,0.00128
1970,52,0.00104
2050,36,0.00072
