Bin , nEvents , Efficiencies
150,179,0.00358
160,170,0.0034
170,192,0.00384
180,201,0.00402
190,204,0.00408
200,410,0.0082
220,440,0.0088
240,485,0.0097
260,488,0.00976
280,497,0.00994
300,488,0.00976
320,482,0.00964
340,474,0.00948
360,483,0.00966
380,502,0.01004
400,510,0.0102
420,490,0.0098
440,495,0.0099
460,466,0.00932
480,488,0.00976
500,465,0.0093
520,461,0.00922
540,437,0.00874
560,403,0.00806
580,428,0.00856
600,601,0.01202
630,594,0.01188
660,562,0.01124
690,512,0.01024
720,506,0.01012
750,500,0.01
780,493,0.00986
810,455,0.0091
840,438,0.00876
870,396,0.00792
900,645,0.0129
950,585,0.0117
1000,527,0.01054
1050,457,0.00914
1100,431,0.00862
1150,402,0.00804
1200,317,0.00634
1250,354,0.00708
1310,329,0.00658
1370,275,0.0055
1430,225,0.0045
1490,204,0.00408
1550,218,0.00436
1610,179,0.00358
1680,169,0.00338
1750,131,0.00262
1820,103,0.00206
1890,118,0.00236
1970,84,0.00168
2050,81,0.00162
