Bin , nEvents , Efficiencies
150,139,0.00278
160,122,0.00244
170,130,0.0026
180,152,0.00304
190,142,0.00284
200,304,0.00608
220,328,0.00656
240,326,0.00652
260,370,0.0074
280,409,0.00818
300,342,0.00684
320,358,0.00716
340,378,0.00756
360,391,0.00782
380,394,0.00788
400,364,0.00728
420,379,0.00758
440,386,0.00772
460,414,0.00828
480,377,0.00754
500,388,0.00776
520,360,0.0072
540,393,0.00786
560,346,0.00692
580,377,0.00754
600,569,0.01138
630,530,0.0106
660,475,0.0095
690,491,0.00982
720,448,0.00896
750,426,0.00852
780,435,0.0087
810,405,0.0081
840,408,0.00816
870,421,0.00842
900,656,0.01312
950,572,0.01144
1000,547,0.01094
1050,566,0.01132
1100,480,0.0096
1150,477,0.00954
1200,416,0.00832
1250,503,0.01006
1310,465,0.0093
1370,393,0.00786
1430,354,0.00708
1490,353,0.00706
1550,328,0.00656
1610,326,0.00652
1680,330,0.0066
1750,293,0.00586
1820,220,0.0044
1890,278,0.00556
1970,264,0.00528
2050,204,0.00408
