Bin , nEvents , Efficiencies
150,146,0.00292
160,136,0.00272
170,149,0.00298
180,162,0.00324
190,182,0.00364
200,380,0.0076
220,406,0.00812
240,395,0.0079
260,424,0.00848
280,418,0.00836
300,406,0.00812
320,391,0.00782
340,407,0.00814
360,474,0.00948
380,388,0.00776
400,409,0.00818
420,420,0.0084
440,401,0.00802
460,418,0.00836
480,393,0.00786
500,396,0.00792
520,410,0.0082
540,434,0.00868
560,406,0.00812
580,372,0.00744
600,539,0.01078
630,548,0.01096
660,531,0.01062
690,503,0.01006
720,527,0.01054
750,487,0.00974
780,479,0.00958
810,424,0.00848
840,426,0.00852
870,414,0.00828
900,653,0.01306
950,621,0.01242
1000,550,0.011
1050,521,0.01042
1100,473,0.00946
1150,403,0.00806
1200,390,0.0078
1250,440,0.0088
1310,388,0.00776
1370,350,0.007
1430,305,0.0061
1490,288,0.00576
1550,284,0.00568
1610,289,0.00578
1680,228,0.00456
1750,221,0.00442
1820,181,0.00362
1890,178,0.00356
1970,145,0.0029
2050,125,0.0025
