152.41,1847,0.03694
165.05,1818,0.03636
178.75,1726,0.03452
193.57,1599,0.03198
209.63,1503,0.03006
227.02,1369,0.02738
245.86,1268,0.02536
266.25,1002,0.02004
288.34,994,0.01988
312.26,889,0.01778
338.16,752,0.01504
366.21,593,0.01186
396.59,544,0.01088
429.49,442,0.00884
465.12,394,0.00788
503.71,323,0.00646
545.49,251,0.00502
590.74,202,0.00404
639.75,173,0.00346
692.82,126,0.00252
750.29,84,0.00168
812.54,62,0.00124
879.94,49,0.00098
952.94,45,0.0009
1032,28,0.00056
1117.6,23,0.00046
1210.3,10,0.0002
1310.7,9,0.00018
1419.4,11,0.00022
1537.2,6,0.00012
1664.7,2,4e-05
1802.8,4,8e-05
1952.4,0,0
2114.3,2,4e-05
2289.7,1,2e-05
2479.7,1,2e-05
