Bin , nEvents , Efficiencies
150,48,0.00096
200,106,0.00212
250,100,0.002
300,127,0.00254
350,151,0.00302
400,115,0.0023
450,119,0.00238
500,224,0.00448
600,212,0.00424
700,148,0.00296
800,131,0.00262
900,119,0.00238
1000,123,0.00246
1150,161,0.00322
