Bin , nEvents , Efficiencies
150,56,0.00224
160,82,0.00328
170,65,0.0026
180,85,0.0034
190,76,0.00304
200,150,0.006
220,150,0.006
240,171,0.00684
260,180,0.0072
280,152,0.00608
300,167,0.00668
320,167,0.00668
340,194,0.00776
360,186,0.00744
380,185,0.0074
400,182,0.00728
420,161,0.00644
440,180,0.0072
460,192,0.00768
480,160,0.0064
500,164,0.00656
520,178,0.00712
540,146,0.00584
560,148,0.00592
580,149,0.00596
600,249,0.00996
630,238,0.00952
660,229,0.00916
690,221,0.00884
720,225,0.009
750,200,0.008
780,190,0.0076
810,236,0.00944
840,186,0.00744
870,185,0.0074
900,298,0.01192
950,252,0.01008
1000,276,0.01104
1050,248,0.00992
1100,249,0.00996
1150,235,0.0094
1200,207,0.00828
1250,216,0.00864
1310,227,0.00908
1370,222,0.00888
1430,193,0.00772
1490,193,0.00772
1550,185,0.0074
1610,200,0.008
1680,177,0.00708
1750,140,0.0056
1820,149,0.00596
1890,159,0.00636
1970,133,0.00532
2050,116,0.00464
