"Bin "," nEvents "," Efficiencies"
150,83,"0.0026 "
160,81,0.00252
170,77,0.00312
180,77,0.00204
190,73,"0.003  "
200,189,0.00716
220,163,0.00868
240,184,0.00616
260,182,0.00588
280,182,0.00684
300,184,"0.006  "
320,215,0.00476
340,164,"0.006  "
360,177,0.00804
380,174,0.00844
400,156,0.00824
420,211,0.00672
440,166,0.00772
460,224,0.00856
480,193,0.00884
500,152,0.00656
520,171,"0.0054 "
540,165,0.00568
560,162,0.00508
580,160,"0.0072 "
600,247,0.01036
630,217,0.01204
660,210,0.00756
690,281,"0.0104 "
720,215,"0.0078 "
750,209,0.00772
780,209,0.00888
810,204,0.00592
840,178,0.00728
870,170,0.00808
900,317,0.01112
950,304,"0.0122 "
1000,237,"0.0112 "
1050,249,0.00968
1100,248,"0.0106 "
1150,236,0.00812
1200,220,0.00808
1250,217,0.00868
1310,208,0.01008
1370,213,0.01016
1430,199,0.00712
1490,163,0.00812
1550,160,0.00592
1610,184,0.00744
1680,175,0.00664
1750,152,0.00672
1820,145,0.00452
1890,147,0.00556
1970,130,"0.0056 "
2050,103,0.00448
