"Bin "," nEvents "," Efficiencies"
150,140,"0.00331 "
160,161,"0.00319 "
170,161,"0.0035  "
180,148,0.003465
190,170,"0.00342 "
200,361,"0.00762 "
220,377,0.008265
240,422,"0.00786 "
260,405,"0.00821 "
280,405,"0.00877 "
300,415,0.008415
320,399,0.008485
340,436,0.008405
360,440,"0.00845 "
380,385,"0.00823 "
400,435,"0.0083  "
420,420,0.008655
440,415,"0.00821 "
460,390,0.007375
480,397,0.007995
500,350,0.008255
520,400,0.007735
540,342,0.007715
560,348,"0.00698 "
580,354,0.007595
600,517,"0.01067 "
630,517,"0.01037 "
660,521,"0.01055 "
690,470,0.009285
720,496,"0.01018 "
750,422,0.008655
780,427,0.008945
810,420,"0.0085  "
840,404,0.008025
870,387,"0.00735 "
900,613,0.012565
950,572,"0.01146 "
1000,485,0.010505
1050,482,0.009715
1100,523,0.009075
1150,438,"0.0082  "
1200,433,0.008135
1250,481,0.008475
1310,410,"0.00736 "
1370,361,0.007065
1430,359,"0.00678 "
1490,290,0.006195
1550,281,0.005665
1610,323,"0.00628 "
1680,273,0.005305
1750,244,"0.00484 "
1820,230,"0.00437 "
1890,226,"0.00441 "
1970,208,"0.00367 "
2050,175,0.003105
