Bin , nEvents , Efficiencies
150,66,0.00264
160,65,0.0026
170,76,0.00304
180,66,0.00264
190,69,0.00276
200,175,0.007
220,197,0.00788
240,161,0.00644
260,172,0.00688
280,194,0.00776
300,177,0.00708
320,147,0.00588
340,166,0.00664
360,202,0.00808
380,193,0.00772
400,194,0.00776
420,192,0.00768
440,192,0.00768
460,196,0.00784
480,190,0.0076
500,173,0.00692
520,155,0.0062
540,168,0.00672
560,153,0.00612
580,172,0.00688
600,258,0.01032
630,261,0.01044
660,220,0.0088
690,250,0.01
720,215,0.0086
750,209,0.00836
780,211,0.00844
810,184,0.00736
840,187,0.00748
870,194,0.00776
900,291,0.01164
950,298,0.01192
1000,270,0.0108
1050,252,0.01008
1100,251,0.01004
1150,219,0.00876
1200,216,0.00864
1250,239,0.00956
1310,233,0.00932
1370,223,0.00892
1430,191,0.00764
1490,184,0.00736
1550,157,0.00628
1610,197,0.00788
1680,172,0.00688
1750,161,0.00644
1820,128,0.00512
1890,146,0.00584
1970,129,0.00516
2050,113,0.00452
