Bin , nEvents , Efficiencies
150,71,0.00284
160,61,0.00244
170,79,0.00316
180,74,0.00296
190,74,0.00296
200,169,0.00676
220,179,0.00716
240,178,0.00712
260,162,0.00648
280,175,0.007
300,184,0.00736
320,181,0.00724
340,188,0.00752
360,196,0.00784
380,163,0.00652
400,188,0.00752
420,174,0.00696
440,189,0.00756
460,199,0.00796
480,159,0.00636
500,168,0.00672
520,169,0.00676
540,175,0.007
560,171,0.00684
580,168,0.00672
600,256,0.01024
630,235,0.0094
660,224,0.00896
690,233,0.00932
720,211,0.00844
750,205,0.0082
780,204,0.00816
810,204,0.00816
840,181,0.00724
870,203,0.00812
900,309,0.01236
950,296,0.01184
1000,291,0.01164
1050,236,0.00944
1100,244,0.00976
1150,252,0.01008
1200,217,0.00868
1250,224,0.00896
1310,239,0.00956
1370,230,0.0092
1430,188,0.00752
1490,205,0.0082
1550,174,0.00696
1610,177,0.00708
1680,192,0.00768
1750,155,0.0062
1820,155,0.0062
1890,141,0.00564
1970,138,0.00552
2050,114,0.00456
