Bin , nEvents , Efficiencies
150,67,0.00268
160,67,0.00268
170,74,0.00296
180,81,0.00324
190,63,0.00252
200,171,0.00684
220,177,0.00708
240,168,0.00672
260,197,0.00788
280,217,0.00868
300,204,0.00816
320,175,0.007
340,182,0.00728
360,203,0.00812
380,175,0.007
400,182,0.00728
420,216,0.00864
440,191,0.00764
460,178,0.00712
480,159,0.00636
500,182,0.00728
520,175,0.007
540,194,0.00776
560,179,0.00716
580,164,0.00656
600,257,0.01028
630,221,0.00884
660,251,0.01004
690,240,0.0096
720,235,0.0094
750,225,0.009
780,200,0.008
810,220,0.0088
840,192,0.00768
870,186,0.00744
900,304,0.01216
950,291,0.01164
1000,260,0.0104
1050,262,0.01048
1100,237,0.00948
1150,235,0.0094
1200,230,0.0092
1250,261,0.01044
1310,214,0.00856
1370,192,0.00768
1430,204,0.00816
1490,165,0.0066
1550,166,0.00664
1610,208,0.00832
1680,178,0.00712
1750,154,0.00616
1820,143,0.00572
1890,153,0.00612
1970,118,0.00472
2050,114,0.00456
