"Bin "," nEvents "," Efficiencies"
"150","166","0.00289 "
"160","131","0.00285 "
"170","156","0.00314 "
"180","140","0.003315"
"190","163","0.00282 "
"200","363","0.0071  "
"220","366","0.007475"
"240","361","0.0071  "
"260","349","0.00799 "
"280","367","0.00871 "
"300","384","0.008245"
"320","371","0.007495"
"340","397","0.007655"
"360","437","0.00823 "
"380","376","0.00741 "
"400","373","0.00762 "
"420","393","0.008645"
"440","386","0.00783 "
"460","348","0.007205"
"480","385","0.006905"
"500","333","0.007605"
"520","341","0.007245"
"540","364","0.007745"
"560","324","0.0071  "
"580","303","0.006905"
"600","527","0.01041 "
"630","473","0.00935 "
"660","486","0.01021 "
"690","504","0.009495"
"720","473","0.00966 "
"750","435","0.008885"
"780","420","0.008315"
"810","429","0.0087  "
"840","436","0.007795"
"870","375","0.00741 "
"900","592","0.012295"
"950","542","0.01158 "
"1000","568","0.010435"
"1050","494","0.010225"
"1100","478","0.009345"
"1150","460","0.009   "
"1200","423","0.008845"
"1250","467","0.009785"
"1310","457","0.00816 "
"1370","368","0.007475"
"1430","388","0.0077  "
"1490","327","0.006465"
"1550","321","0.006315"
"1610","311","0.00764 "
"1680","328","0.006515"
"1750","263","0.00572 "
"1820","244","0.00527 "
"1890","255","0.00555 "
"1970","245","0.00437 "
"2050","232","0.004075"
