Bin , nEvents , Efficiencies
150,64,0.00256
160,61,0.00244
170,77,0.00308
180,62,0.00248
190,75,0.003
200,166,0.00664
220,177,0.00708
240,148,0.00592
260,169,0.00676
280,164,0.00656
300,183,0.00732
320,182,0.00728
340,160,0.0064
360,161,0.00644
380,203,0.00812
400,198,0.00792
420,189,0.00756
440,173,0.00692
460,180,0.0072
480,184,0.00736
500,171,0.00684
520,166,0.00664
540,161,0.00644
560,180,0.0072
580,143,0.00572
600,245,0.0098
630,218,0.00872
660,222,0.00888
690,221,0.00884
720,214,0.00856
750,197,0.00788
780,190,0.0076
810,196,0.00784
840,167,0.00668
870,201,0.00804
900,311,0.01244
950,285,0.0114
1000,246,0.00984
1050,242,0.00968
1100,259,0.01036
1150,234,0.00936
1200,203,0.00812
1250,224,0.00896
1310,201,0.00804
1370,206,0.00824
1430,202,0.00808
1490,165,0.0066
1550,175,0.007
1610,192,0.00768
1680,162,0.00648
1750,159,0.00636
1820,127,0.00508
1890,157,0.00628
1970,121,0.00484
2050,138,0.00552
