Bin , nEvents , Efficiencies
150,78,0.00312
160,70,0.0028
170,69,0.00276
180,72,0.00288
190,69,0.00276
200,154,0.00616
220,163,0.00652
240,148,0.00592
260,189,0.00756
280,172,0.00688
300,176,0.00704
320,176,0.00704
340,184,0.00736
360,193,0.00772
380,184,0.00736
400,177,0.00708
420,178,0.00712
440,198,0.00792
460,170,0.0068
480,176,0.00704
500,163,0.00652
520,169,0.00676
540,165,0.0066
560,165,0.0066
580,158,0.00632
600,252,0.01008
630,251,0.01004
660,235,0.0094
690,228,0.00912
720,240,0.0096
750,200,0.008
780,212,0.00848
810,188,0.00752
840,211,0.00844
870,190,0.0076
900,319,0.01276
950,278,0.01112
1000,259,0.01036
1050,245,0.0098
1100,253,0.01012
1150,215,0.0086
1200,221,0.00884
1250,229,0.00916
1310,202,0.00808
1370,209,0.00836
1430,198,0.00792
1490,161,0.00644
1550,179,0.00716
1610,177,0.00708
1680,174,0.00696
1750,149,0.00596
1820,153,0.00612
1890,121,0.00484
1970,139,0.00556
2050,117,0.00468
