Bin , nEvents , Efficiencies
150,67,0.00268
160,62,0.00248
170,82,0.00328
180,71,0.00284
190,92,0.00368
200,158,0.00632
220,159,0.00636
240,188,0.00752
260,177,0.00708
280,177,0.00708
300,189,0.00756
320,185,0.0074
340,196,0.00784
360,184,0.00736
380,160,0.0064
400,171,0.00684
420,162,0.00648
440,152,0.00608
460,192,0.00768
480,186,0.00744
500,167,0.00668
520,167,0.00668
540,163,0.00652
560,162,0.00648
580,185,0.0074
600,237,0.00948
630,238,0.00952
660,235,0.0094
690,233,0.00932
720,203,0.00812
750,203,0.00812
780,204,0.00816
810,191,0.00764
840,194,0.00776
870,188,0.00752
900,287,0.01148
950,290,0.0116
1000,261,0.01044
1050,233,0.00932
1100,275,0.011
1150,243,0.00972
1200,246,0.00984
1250,243,0.00972
1310,207,0.00828
1370,194,0.00776
1430,187,0.00748
1490,170,0.0068
1550,163,0.00652
1610,198,0.00792
1680,166,0.00664
1750,148,0.00592
1820,134,0.00536
1890,152,0.00608
1970,111,0.00444
2050,113,0.00452
