Bin , nEvents , Efficiencies
150,56,0.00224
160,61,0.00244
170,68,0.00272
180,68,0.00272
190,53,0.00212
200,139,0.00556
220,191,0.00764
240,173,0.00692
260,160,0.0064
280,174,0.00696
300,202,0.00808
320,179,0.00716
340,187,0.00748
360,181,0.00724
380,187,0.00748
400,178,0.00712
420,193,0.00772
440,189,0.00756
460,174,0.00696
480,160,0.0064
500,181,0.00724
520,172,0.00688
540,152,0.00608
560,159,0.00636
580,155,0.0062
600,255,0.0102
630,252,0.01008
660,249,0.00996
690,232,0.00928
720,230,0.0092
750,231,0.00924
780,211,0.00844
810,184,0.00736
840,194,0.00776
870,202,0.00808
900,277,0.01108
950,278,0.01112
1000,267,0.01068
1050,247,0.00988
1100,240,0.0096
1150,241,0.00964
1200,207,0.00828
1250,230,0.0092
1310,207,0.00828
1370,204,0.00816
1430,208,0.00832
1490,183,0.00732
1550,190,0.0076
1610,155,0.0062
1680,173,0.00692
1750,152,0.00608
1820,128,0.00512
1890,146,0.00584
1970,151,0.00604
2050,119,0.00476
