Bin , nEvents , Efficiencies
150,4,0.00016
200,13,0.00052
250,9,0.00036
300,5,0.0002
350,9,0.00036
400,11,0.00044
450,16,0.00064
500,12,0.00048
550,24,0.00096
650,52,0.00208
