Bin , nEvents , Efficiencies
150,167,0.00668
160,162,0.00648
170,169,0.00676
180,187,0.00748
190,175,0.007
200,339,0.01356
220,353,0.01412
240,332,0.01328
260,330,0.0132
280,318,0.01272
300,290,0.0116
320,264,0.01056
340,280,0.0112
360,251,0.01004
380,285,0.0114
400,266,0.01064
420,254,0.01016
440,233,0.00932
460,243,0.00972
480,216,0.00864
500,213,0.00852
520,218,0.00872
540,195,0.0078
560,208,0.00832
580,195,0.0078
600,261,0.01044
630,260,0.0104
660,222,0.00888
690,214,0.00856
720,189,0.00756
750,156,0.00624
780,176,0.00704
810,153,0.00612
840,156,0.00624
870,139,0.00556
900,211,0.00844
950,202,0.00808
1000,157,0.00628
1050,128,0.00512
1100,124,0.00496
1150,126,0.00504
1200,123,0.00492
1250,117,0.00468
1310,105,0.0042
1370,103,0.00412
1430,75,0.003
1490,64,0.00256
1550,61,0.00244
1610,67,0.00268
1680,52,0.00208
1750,43,0.00172
1820,43,0.00172
1890,42,0.00168
1970,27,0.00108
2050,39,0.00156
