Bin , nEvents , Efficiencies
150,285,0.0057
160,292,0.00584
170,302,0.00604
180,304,0.00608
190,352,0.00704
200,648,0.01296
220,625,0.0125
240,558,0.01116
260,662,0.01324
280,562,0.01124
300,589,0.01178
320,549,0.01098
340,573,0.01146
360,502,0.01004
380,528,0.01056
400,514,0.01028
420,457,0.00914
440,457,0.00914
460,427,0.00854
480,392,0.00784
500,375,0.0075
520,348,0.00696
540,350,0.007
560,350,0.007
580,312,0.00624
600,509,0.01018
630,479,0.00958
660,444,0.00888
690,396,0.00792
720,375,0.0075
750,367,0.00734
780,336,0.00672
810,307,0.00614
840,306,0.00612
870,271,0.00542
900,420,0.0084
950,385,0.0077
1000,346,0.00692
1050,310,0.0062
1100,261,0.00522
1150,252,0.00504
1200,234,0.00468
1250,286,0.00572
1310,224,0.00448
1370,227,0.00454
1430,191,0.00382
1490,156,0.00312
1550,159,0.00318
1610,173,0.00346
1680,151,0.00302
1750,116,0.00232
1820,121,0.00242
1890,101,0.00202
1970,96,0.00192
2050,93,0.00186
