Bin , nEvents , Efficiencies
150,320,0.0064
160,303,0.00606
170,322,0.00644
180,320,0.0064
190,322,0.00644
200,667,0.01334
220,652,0.01304
240,678,0.01356
260,601,0.01202
280,629,0.01258
300,625,0.0125
320,585,0.0117
340,535,0.0107
360,532,0.01064
380,527,0.01054
400,466,0.00932
420,462,0.00924
440,484,0.00968
460,454,0.00908
480,403,0.00806
500,401,0.00802
520,379,0.00758
540,368,0.00736
560,327,0.00654
580,346,0.00692
600,501,0.01002
630,448,0.00896
660,429,0.00858
690,361,0.00722
720,376,0.00752
750,310,0.0062
780,355,0.0071
810,296,0.00592
840,316,0.00632
870,287,0.00574
900,440,0.0088
950,433,0.00866
1000,351,0.00702
1050,351,0.00702
1100,307,0.00614
1150,265,0.0053
1200,242,0.00484
1250,252,0.00504
1310,225,0.0045
1370,205,0.0041
1430,182,0.00364
1490,148,0.00296
1550,151,0.00302
1610,139,0.00278
1680,139,0.00278
1750,120,0.0024
1820,123,0.00246
1890,96,0.00192
1970,99,0.00198
2050,66,0.00132
