Bin , nEvents , Efficiencies
150,300,0.006
160,289,0.00578
170,309,0.00618
180,330,0.0066
190,290,0.0058
200,627,0.01254
220,598,0.01196
240,617,0.01234
260,603,0.01206
280,613,0.01226
300,552,0.01104
320,560,0.0112
340,580,0.0116
360,526,0.01052
380,488,0.00976
400,456,0.00912
420,480,0.0096
440,428,0.00856
460,403,0.00806
480,416,0.00832
500,367,0.00734
520,437,0.00874
540,361,0.00722
560,324,0.00648
580,359,0.00718
600,490,0.0098
630,469,0.00938
660,405,0.0081
690,396,0.00792
720,375,0.0075
750,362,0.00724
780,337,0.00674
810,298,0.00596
840,288,0.00576
870,293,0.00586
900,449,0.00898
950,382,0.00764
1000,351,0.00702
1050,369,0.00738
1100,304,0.00608
1150,281,0.00562
1200,254,0.00508
1250,257,0.00514
1310,243,0.00486
1370,217,0.00434
1430,177,0.00354
1490,183,0.00366
1550,169,0.00338
1610,174,0.00348
1680,164,0.00328
1750,147,0.00294
1820,122,0.00244
1890,117,0.00234
1970,103,0.00206
2050,96,0.00192
