Bin , nEvents , Efficiencies
150,362,0.0062 
160,297,0.00598
170,307,0.00814
180,296,0.00592
190,330,0.00654
200,658,0.01066
220,651,0.01196
240,619,0.01234
260,619,0.01224
280,623,0.0103 
300,575,0.01198
320,571,0.00986
340,518,0.0096 
360,488,0.0106 
380,504,0.0104 
400,457,0.00834
420,471,0.0083 
440,474,0.0093 
460,431,0.01028
480,392,0.0083 
500,402,0.00762
520,389,0.00834
540,391,0.00768
560,366,0.00662
580,309,0.0073 
600,500,0.01034
630,444,0.0072 
660,422,0.0096 
690,402,0.00836
720,373,0.0074 
750,324,0.0067 
780,335,0.00702
810,300,0.0061 
840,303,0.00468
870,305,0.00468
900,450,0.0085 
950,375,0.00726
1000,395,0.0067 
1050,305,0.00676
1100,302,0.00542
1150,266,0.00564
1200,252,0.00602
1250,262,0.0051 
1310,213,0.00418
1370,209,0.00368
1430,191,0.00384
1490,196,0.00298
1550,160,0.00422
1610,166,0.00228
1680,151,0.00282
1750,119,0.00156
1820,93,0.00196
1890,102,0.00248
1970,87,0.00214
2050,75,0.0014
