Bin , nEvents , Efficiencies
150,324,0.00648
160,335,0.0067
170,335,0.0067
180,323,0.00646
190,310,0.0062
200,675,0.0135
220,606,0.01212
240,631,0.01262
260,588,0.01176
280,616,0.01232
300,597,0.01194
320,576,0.01152
340,557,0.01114
360,522,0.01044
380,490,0.0098
400,472,0.00944
420,427,0.00854
440,467,0.00934
460,459,0.00918
480,408,0.00816
500,402,0.00804
520,392,0.00784
540,384,0.00768
560,368,0.00736
580,348,0.00696
600,485,0.0097
630,463,0.00926
660,429,0.00858
690,362,0.00724
720,370,0.0074
750,340,0.0068
780,344,0.00688
810,315,0.0063
840,280,0.0056
870,306,0.00612
900,456,0.00912
950,393,0.00786
1000,341,0.00682
1050,346,0.00692
1100,281,0.00562
1150,259,0.00518
1200,245,0.0049
1250,263,0.00526
1310,234,0.00468
1370,173,0.00346
1430,194,0.00388
1490,151,0.00302
1550,158,0.00316
1610,152,0.00304
1680,121,0.00242
1750,105,0.0021
1820,102,0.00204
1890,101,0.00202
1970,86,0.00172
2050,62,0.00124
