Bin , nEvents , Efficiencies
152.41,274,0.01096
165.05,314,0.01256
178.75,371,0.01484
193.57,426,0.01704
209.63,407,0.01628
227.02,478,0.01912
245.86,522,0.02088
266.25,557,0.02228
288.34,552,0.02208
312.26,540,0.0216
338.16,613,0.02452
366.21,614,0.02456
396.59,636,0.02544
429.49,702,0.02808
465.12,658,0.02632
503.71,664,0.02656
545.49,697,0.02788
590.74,658,0.02632
639.75,665,0.0266
692.82,599,0.02396
750.29,571,0.02284
812.54,563,0.02252
879.94,492,0.01968
952.94,458,0.01832
1032,408,0.01632
1117.6,390,0.0156
1210.3,364,0.01456
1310.7,294,0.01176
1419.4,266,0.01064
1537.2,238,0.00952
1664.7,177,0.00708
1802.8,144,0.00576
1952.4,125,0.005
2114.3,92,0.00368
2289.7,62,0.00248
2479.7,58,0.00232
