Bin , nEvents , Efficiencies
150,0,0
200,1,2e-05
250,3,6e-05
300,2,4e-05
350,2,4e-05
400,8,0.00016
450,5,0.0001
500,1,2e-05
550,9,0.00018
650,12,0.00024
