Bin , nEvents , Efficiencies
152.41,260,0.0104
165.05,314,0.01256
178.75,341,0.01364
193.57,406,0.01624
209.63,408,0.01632
227.02,415,0.0166
245.86,505,0.0202
266.25,495,0.0198
288.34,561,0.02244
312.26,587,0.02348
338.16,539,0.02156
366.21,585,0.0234
396.59,583,0.02332
429.49,606,0.02424
465.12,587,0.02348
503.71,602,0.02408
545.49,609,0.02436
590.74,619,0.02476
639.75,641,0.02564
692.82,549,0.02196
750.29,532,0.02128
812.54,544,0.02176
879.94,524,0.02096
952.94,503,0.02012
1032,460,0.0184
1117.6,422,0.01688
1210.3,368,0.01472
1310.7,354,0.01416
1419.4,331,0.01324
1537.2,292,0.01168
1664.7,225,0.009
1802.8,204,0.00816
1952.4,148,0.00592
2114.3,135,0.0054
2289.7,105,0.0042
2479.7,69,0.00276
