150,0,0
200,3,6e-05
250,2,4e-05
300,16,0.00032
350,22,0.00044
400,24,0.00048
450,23,0.00046
500,58,0.00116
600,62,0.00124
700,53,0.00106
800,42,0.00084
900,37,0.00074
1000,40,0.0008
1150,64,0.00128
