Bin , nEvents , Efficiencies
150,1,2e-05
160,2,4e-05
170,2,4e-05
180,3,6e-05
190,1,2e-05
200,6,0.00012
220,16,0.00032
240,24,0.00048
260,26,0.00052
280,33,0.00066
300,51,0.00102
320,40,0.0008
340,60,0.0012
360,69,0.00138
380,68,0.00136
400,83,0.00166
420,100,0.002
440,111,0.00222
460,117,0.00234
480,115,0.0023
500,119,0.00238
520,107,0.00214
540,112,0.00224
560,132,0.00264
580,135,0.0027
600,193,0.00386
630,216,0.00432
660,214,0.00428
690,221,0.00442
720,242,0.00484
750,271,0.00542
780,281,0.00562
810,266,0.00532
840,269,0.00538
870,294,0.00588
900,511,0.01022
950,462,0.00924
1000,493,0.00986
1050,546,0.01092
1100,500,0.01
1150,588,0.01176
1200,583,0.01166
1250,675,0.0135
1310,653,0.01306
1370,710,0.0142
1430,718,0.01436
1490,674,0.01348
1550,695,0.0139
1610,799,0.01598
1680,736,0.01472
1750,687,0.01374
1820,696,0.01392
1890,795,0.0159
1970,680,0.0136
2050,639,0.01278
