Bin , nEvents , Efficiencies
150,2,4e-05
160,1,2e-05
170,0,0
180,0,0
190,1,2e-05
200,1,2e-05
220,2,4e-05
240,2,4e-05
260,4,8e-05
280,3,6e-05
300,6,0.00012
320,13,0.00026
340,7,0.00014
360,9,0.00018
380,14,0.00028
400,14,0.00028
420,10,0.0002
440,20,0.0004
460,28,0.00056
480,19,0.00038
500,38,0.00076
520,42,0.00084
540,53,0.00106
560,48,0.00096
580,83,0.00166
600,97,0.00194
630,98,0.00196
660,113,0.00226
690,116,0.00232
720,94,0.00188
750,121,0.00242
780,124,0.00248
810,107,0.00214
840,108,0.00216
870,113,0.00226
900,250,0.005
950,249,0.00498
1000,236,0.00472
1050,268,0.00536
1100,292,0.00584
1150,304,0.00608
1200,299,0.00598
1250,385,0.0077
1310,440,0.0088
1370,383,0.00766
1430,403,0.00806
1490,456,0.00912
1550,431,0.00862
1610,529,0.01058
1680,533,0.01066
1750,556,0.01112
1820,560,0.0112
1890,636,0.01272
1970,704,0.01408
2050,658,0.01316
