Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,3,6e-05
180,0,0
190,1,2e-05
200,3,6e-05
220,3,6e-05
240,9,0.00018
260,3,6e-05
280,10,0.0002
300,11,0.00022
320,13,0.00026
340,21,0.00042
360,23,0.00046
380,25,0.0005
400,37,0.00074
420,43,0.00086
440,55,0.0011
460,61,0.00122
480,58,0.00116
500,80,0.0016
520,80,0.0016
540,90,0.0018
560,84,0.00168
580,84,0.00168
600,125,0.0025
630,130,0.0026
660,138,0.00276
690,171,0.00342
720,155,0.0031
750,165,0.0033
780,155,0.0031
810,150,0.003
840,202,0.00404
870,161,0.00322
900,327,0.00654
950,337,0.00674
1000,345,0.0069
1050,357,0.00714
1100,396,0.00792
1150,418,0.00836
1200,413,0.00826
1250,522,0.01044
1310,536,0.01072
1370,525,0.0105
1430,521,0.01042
1490,560,0.0112
1550,553,0.01106
1610,712,0.01424
1680,685,0.0137
1750,633,0.01266
1820,705,0.0141
1890,770,0.0154
1970,690,0.0138
2050,769,0.01538
