Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,1,2e-05
190,3,6e-05
200,0,0
220,2,4e-05
240,2,4e-05
260,1,2e-05
280,2,4e-05
300,4,8e-05
320,3,6e-05
340,5,0.0001
360,1,2e-05
380,2,4e-05
400,5,0.0001
420,4,8e-05
440,5,0.0001
460,8,0.00016
480,8,0.00016
500,10,0.0002
520,8,0.00016
540,13,0.00026
560,15,0.0003
580,14,0.00028
600,16,0.00032
630,32,0.00064
660,42,0.00084
690,49,0.00098
720,53,0.00106
750,70,0.0014
780,64,0.00128
810,76,0.00152
840,82,0.00164
870,98,0.00196
900,139,0.00278
950,162,0.00324
1000,161,0.00322
1050,158,0.00316
1100,157,0.00314
1150,193,0.00386
1200,157,0.00314
1250,230,0.0046
1310,257,0.00514
1370,234,0.00468
1430,240,0.0048
1490,268,0.00536
1550,275,0.0055
1610,342,0.00684
1680,373,0.00746
1750,358,0.00716
1820,387,0.00774
1890,404,0.00808
1970,470,0.0094
2050,464,0.00928
