"Bin "," nEvents "," Efficiencies"
150,50,0.00189
200,88,0.00308
250,61,0.00231
300,48,0.00168
350,35,0.00113
400,23,0.00101
450,19,0.00077
500,28,0.00118
600,20,0.00089
700,8,0.00039
800,6,0.00024
900,6,0.00015
1000,6,0.00016
1150,2,0.00026
