"Bin "," nEvents "," Efficiencies"
50,1,6.0e-05
100,7,1.3e-04
150,2,7.0e-05
200,3,0.0e+00
250,1,5.0e-05
300,1,4.0e-05
350,1,0.0e+00
400,1,5.0e-05
500,0,7.0e-05
600,2,6.0e-05
