"Bin "," nEvents "," Efficiencies"
50,4,0.00027
70,15,0.00058
80,28,0.00118
90,28,0.00129
100,58,0.00252
120,58,0.00207
140,41,0.00143
160,27,0.00109
180,34,0.00095
200,33,0.00084
220,19,"0.0006 "
240,15,"0.0008 "
260,10,0.00043
280,11,0.00039
300,11,0.00036
320,7,0.00034
340,2,0.00032
360,18,0.00053
400,27,0.00092
500,15,"0.0004 "
600,12,0.00035
700,5,0.00011
800,13,0.00039
