Bin , nEvents , Efficiencies
152.41,1,0.00000000e+00
165.05,0,0.00000000e+00
178.75,0,1.33333333e-05
193.57,1,2.00000000e-05
209.63,0,2.66666666e-05
227.02,0,4.66666666e-05
245.86,1,6.66666665e-06
266.25,1,2.66666666e-05
288.34,2,1.26666667e-04
312.26,1,1.33333333e-04
338.16,3,1.86666666e-04
366.21,3,2.60000000e-04
396.59,6,4.26666667e-04
429.49,14,7.33333335e-04
465.12,25,8.66666665e-04
503.71,24,9.80000000e-04
545.49,31,1.44666667e-03
590.74,69,1.84000000e-03
639.75,72,2.20000000e-03
692.82,87,2.47333333e-03
750.29,105,3.31333334e-03
812.54,118,4.22666666e-03
879.94,152,4.84000000e-03
952.94,196,5.96666667e-03
1032,213,6.62000000e-03
1117.6,250,7.74000000e-03
1210.3,301,1.01133333e-02
1310.7,410,1.21666667e-02
1419.4,474,1.48266667e-02
1537.2,641,1.80533333e-02
1664.7,778,2.08600000e-02
1802.8,896,2.36133333e-02
1952.4,1108,2.73466667e-02
2114.3,1357,3.19466666e-02
2289.7,1608,3.44133333e-02
2479.7,1738,3.51333333e-02
