Bin , nEvents , Efficiencies
152.41,2,4e-05
165.05,0,0
178.75,0,0
193.57,0,0
209.63,2,4e-05
227.02,3,6e-05
245.86,0,0
266.25,0,0
288.34,1,2e-05
312.26,3,6e-05
338.16,1,2e-05
366.21,2,4e-05
396.59,1,2e-05
429.49,2,4e-05
465.12,3,6e-05
503.71,3,6e-05
545.49,1,2e-05
590.74,4,8e-05
639.75,10,0.0002
692.82,25,0.0005
750.29,19,0.00038
812.54,24,0.00048
879.94,44,0.00088
952.94,57,0.00114
1032,51,0.00102
1117.6,82,0.00164
1210.3,87,0.00174
1310.7,129,0.00258
1419.4,149,0.00298
1537.2,169,0.00338
1664.7,233,0.00466
1802.8,235,0.0047
1952.4,340,0.0068
2114.3,398,0.00796
2289.7,478,0.00956
2479.7,684,0.01368
