"Bin "," nEvents "," Efficiencies"
50,0,9.0e-05
100,4,5.0e-05
150,2,1.0e-05
200,1,6.0e-05
250,0,4.0e-05
300,3,3.0e-05
350,5,4.0e-05
400,2,6.0e-05
500,2,3.0e-05
600,24,6.8e-04
