"Bin "," nEvents "," Efficiencies"
50,4,2.20e-04
70,1,1.00e-04
80,2,1.50e-04
90,2,4.00e-05
100,5,9.00e-05
120,0,2.00e-04
140,3,8.00e-05
160,0,8.00e-05
180,2,6.00e-05
200,3,7.00e-05
220,1,1.40e-04
240,1,1.20e-04
260,3,4.00e-05
280,1,8.00e-05
300,7,1.00e-04
320,0,1.20e-04
340,1,6.00e-05
360,6,1.40e-04
400,11,4.10e-04
500,12,4.50e-04
600,9,4.20e-04
700,15,4.30e-04
800,46,2.97e-03
