Bin , nEvents , Efficiencies
50,3,6e-05
70,6,0.00012
80,6,0.00012
90,14,0.00028
100,31,0.00062
120,29,0.00058
140,27,0.00054
160,37,0.00074
180,45,0.0009
200,29,0.00058
220,37,0.00074
240,36,0.00072
260,22,0.00044
280,34,0.00068
300,44,0.00088
320,26,0.00052
340,32,0.00064
360,57,0.00114
400,145,0.0029
500,118,0.00236
600,96,0.00192
700,68,0.00136
800,203,0.00406
