Bin , nEvents , Efficiencies
152.41,135,0.0027
165.05,172,0.00344
178.75,203,0.00406
193.57,205,0.0041
209.63,294,0.00588
227.02,332,0.00664
245.86,387,0.00774
266.25,466,0.00932
288.34,560,0.0112
312.26,664,0.01328
338.16,767,0.01534
366.21,858,0.01716
396.59,957,0.01914
429.49,1057,0.02114
465.12,1174,0.02348
503.71,1374,0.02748
545.49,1507,0.03014
590.74,1658,0.03316
639.75,1663,0.03326
692.82,1835,0.0367
750.29,1856,0.03712
812.54,1868,0.03736
879.94,1873,0.03746
952.94,1975,0.0395
1032,1890,0.0378
1117.6,1736,0.03472
1210.3,1603,0.03206
1310.7,1446,0.02892
1419.4,1348,0.02696
1537.2,1115,0.0223
1664.7,893,0.01786
1802.8,655,0.0131
1952.4,543,0.01086
2114.3,375,0.0075
2289.7,307,0.00614
2479.7,195,0.0039
