Bin , nEvents , Efficiencies
152.41,238,0.00476
165.05,291,0.00582
178.75,289,0.00578
193.57,380,0.0076
209.63,438,0.00876
227.02,503,0.01006
245.86,613,0.01226
266.25,735,0.0147
288.34,740,0.0148
312.26,932,0.01864
338.16,1053,0.02106
366.21,1205,0.0241
396.59,1312,0.02624
429.49,1447,0.02894
465.12,1592,0.03184
503.71,1738,0.03476
545.49,1814,0.03628
590.74,1855,0.0371
639.75,1897,0.03794
692.82,1999,0.03998
750.29,1886,0.03772
812.54,1835,0.0367
879.94,1717,0.03434
952.94,1616,0.03232
1032,1422,0.02844
1117.6,1207,0.02414
1210.3,1040,0.0208
1310.7,839,0.01678
1419.4,691,0.01382
1537.2,577,0.01154
1664.7,460,0.0092
1802.8,306,0.00612
1952.4,246,0.00492
2114.3,170,0.0034
2289.7,98,0.00196
2479.7,59,0.00118
