Bin , nEvents , Efficiencies
152.41,97,0.00194
165.05,94,0.00188
178.75,148,0.00296
193.57,166,0.00332
209.63,188,0.00376
227.02,262,0.00524
245.86,292,0.00584
266.25,324,0.00648
288.34,442,0.00884
312.26,462,0.00924
338.16,572,0.01144
366.21,675,0.0135
396.59,723,0.01446
429.49,856,0.01712
465.12,1034,0.02068
503.71,1064,0.02128
545.49,1251,0.02502
590.74,1424,0.02848
639.75,1526,0.03052
692.82,1664,0.03328
750.29,1731,0.03462
812.54,1801,0.03602
879.94,1955,0.0391
952.94,2018,0.04036
1032,1983,0.03966
1117.6,1937,0.03874
1210.3,1893,0.03786
1310.7,1738,0.03476
1419.4,1563,0.03126
1537.2,1405,0.0281
1664.7,1181,0.02362
1802.8,1010,0.0202
1952.4,860,0.0172
2114.3,646,0.01292
2289.7,484,0.00968
2479.7,370,0.0074
