Bin , nEvents , Efficiencies
152.41,65,0.0013
165.05,93,0.00186
178.75,107,0.00214
193.57,148,0.00296
209.63,154,0.00308
227.02,209,0.00418
245.86,233,0.00466
266.25,300,0.006
288.34,361,0.00722
312.26,368,0.00736
338.16,463,0.00926
366.21,518,0.01036
396.59,628,0.01256
429.49,726,0.01452
465.12,835,0.0167
503.71,934,0.01868
545.49,1094,0.02188
590.74,1235,0.0247
639.75,1373,0.02746
692.82,1510,0.0302
750.29,1651,0.03302
812.54,1819,0.03638
879.94,1916,0.03832
952.94,1912,0.03824
1032,1922,0.03844
1117.6,2073,0.04146
1210.3,1937,0.03874
1310.7,1881,0.03762
1419.4,1737,0.03474
1537.2,1697,0.03394
1664.7,1454,0.02908
1802.8,1235,0.0247
1952.4,1054,0.02108
2114.3,724,0.01448
2289.7,595,0.0119
2479.7,428,0.00856
