Bin , nEvents , Efficiencies
150,639,0.02556
160,560,0.0224
170,456,0.01824
180,414,0.01656
190,413,0.01652
200,633,0.02532
220,568,0.02272
240,483,0.01932
260,349,0.01396
280,297,0.01188
300,261,0.01044
320,249,0.00996
340,198,0.00792
360,161,0.00644
380,137,0.00548
400,138,0.00552
420,125,0.005
440,97,0.00388
460,73,0.00292
480,86,0.00344
500,56,0.00224
520,62,0.00248
540,45,0.0018
560,47,0.00188
580,46,0.00184
600,56,0.00224
630,41,0.00164
660,35,0.0014
690,22,0.00088
720,35,0.0014
750,22,0.00088
780,23,0.00092
810,13,0.00052
840,20,0.0008
870,12,0.00048
900,23,0.00092
950,11,0.00044
1000,12,0.00048
1050,13,0.00052
1100,17,0.00068
1150,3,0.00012
1200,8,0.00032
1250,4,0.00016
1310,6,0.00024
1370,6,0.00024
1430,5,0.0002
1490,2,8e-05
1550,3,0.00012
1610,3,0.00012
1680,0,0
1750,1,4e-05
1820,0,0
1890,2,8e-05
1970,0,0
2050,1,4e-05
