Bin , nEvents , Efficiencies
152.41,82,0.00164
165.05,73,0.00146
178.75,113,0.00226
193.57,130,0.0026
209.63,170,0.0034
227.02,219,0.00438
245.86,277,0.00554
266.25,322,0.00644
288.34,364,0.00728
312.26,419,0.00838
338.16,447,0.00894
366.21,577,0.01154
396.59,678,0.01356
429.49,789,0.01578
465.12,889,0.01778
503.71,1073,0.02146
545.49,1176,0.02352
590.74,1337,0.02674
639.75,1517,0.03034
692.82,1664,0.03328
750.29,1843,0.03686
812.54,1853,0.03706
879.94,2021,0.04042
952.94,2029,0.04058
1032,2071,0.04142
1117.6,2071,0.04142
1210.3,1997,0.03994
1310.7,1796,0.03592
1419.4,1662,0.03324
1537.2,1430,0.0286
1664.7,1204,0.02408
1802.8,1071,0.02142
1952.4,824,0.01648
2114.3,619,0.01238
2289.7,416,0.00832
2479.7,314,0.00628
