Bin , nEvents , Efficiencies
152.41,278,0.00556
165.05,304,0.00608
178.75,384,0.00768
193.57,420,0.0084
209.63,520,0.0104
227.02,613,0.01226
245.86,702,0.01404
266.25,794,0.01588
288.34,959,0.01918
312.26,1068,0.02136
338.16,1198,0.02396
366.21,1386,0.02772
396.59,1476,0.02952
429.49,1579,0.03158
465.12,1782,0.03564
503.71,1878,0.03756
545.49,1862,0.03724
590.74,2054,0.04108
639.75,1963,0.03926
692.82,1849,0.03698
750.29,1846,0.03692
812.54,1812,0.03624
879.94,1554,0.03108
952.94,1384,0.02768
1032,1147,0.02294
1117.6,1000,0.02
1210.3,837,0.01674
1310.7,626,0.01252
1419.4,481,0.00962
1537.2,325,0.0065
1664.7,302,0.00604
1802.8,173,0.00346
1952.4,108,0.00216
2114.3,64,0.00128
2289.7,51,0.00102
2479.7,29,0.00058
