Bin , nEvents , Efficiencies
150,0,0
200,0,0
250,2,4e-05
300,2,4e-05
350,5,0.0001
400,9,0.00018
450,8,0.00016
500,29,0.00058
600,25,0.0005
700,43,0.00086
800,33,0.00066
900,38,0.00076
1000,51,0.00102
1150,112,0.00224
