Bin , nEvents , Efficiencies
50,7,0.00014
100,5,0.0001
150,2,4e-05
200,5,0.0001
250,9,0.00018
300,2,4e-05
350,2,4e-05
400,7,0.00014
500,10,0.0002
600,27,0.00054
