Bin , nEvents , Efficiencies
150,0, 0.00e+00
160,1, 0.00e+00
170,0,-4.00e-05
180,1, 0.00e+00
190,0, 0.00e+00
200,0,-2.00e-05
220,0, 2.00e-05
240,1,-4.00e-05
260,0, 2.00e-05
280,1,-4.00e-05
300,1,-8.00e-05
320,1,-8.00e-05
340,0,-6.00e-05
360,1, 2.00e-05
380,1,-4.00e-05
400,1, 2.00e-04
420,1,-3.80e-04
440,0,-1.60e-04
460,3, 0.00e+00
480,2,-7.80e-04
500,1, 1.40e-04
520,2,-1.60e-04
540,3,-3.40e-04
560,0,-1.20e-04
580,9,-4.60e-04
600,3,-1.12e-03
630,14, 2.60e-04
660,14, 3.00e-04
690,12, 2.20e-04
720,21, 6.60e-04
750,29,-3.60e-04
780,36,-3.00e-04
810,28,-1.80e-04
840,34, 8.00e-05
870,40, 3.40e-04
900,72, 1.68e-03
950,70, 3.40e-04
1000,76, 7.80e-04
1050,87, 7.40e-04
1100,77, 6.20e-04
1150,81, 3.80e-04
1200,92, 2.20e-04
1250,119, 1.00e-04
1310,134, 7.80e-04
1370,140, 2.26e-03
1430,147, 6.40e-04
1490,161, 2.84e-03
1550,153,-7.00e-04
1610,201, 2.92e-03
1680,256, 2.40e-04
1750,218, 3.48e-03
1820,256, 2.98e-03
1890,315, 2.98e-03
1970,321, 3.00e-03
2050,356, 3.82e-03
