Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,1,2e-05
190,1,2e-05
200,0,0
220,0,0
240,1,2e-05
260,0,0
280,0,0
300,2,4e-05
320,0,0
340,0,0
360,1,2e-05
380,0,0
400,0,0
420,1,2e-05
440,1,2e-05
460,0,0
480,0,0
500,0,0
520,1,2e-05
540,1,2e-05
560,1,2e-05
580,1,2e-05
600,3,6e-05
630,1,2e-05
660,5,0.0001
690,7,0.00014
720,2,4e-05
750,9,0.00018
780,6,0.00012
810,8,0.00016
840,15,0.0003
870,16,0.00032
900,38,0.00076
950,41,0.00082
1000,43,0.00086
1050,44,0.00088
1100,60,0.0012
1150,54,0.00108
1200,61,0.00122
1250,76,0.00152
1310,90,0.0018
1370,90,0.0018
1430,80,0.0016
1490,101,0.00202
1550,97,0.00194
1610,129,0.00258
1680,139,0.00278
1750,144,0.00288
1820,137,0.00274
1890,180,0.0036
1970,179,0.00358
2050,200,0.004
