Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,2e-05
180,1,2e-05
190,0,0
200,1,2e-05
220,0,0
240,1,2e-05
260,0,0
280,0,0
300,1,2e-05
320,0,0
340,0,0
360,0,0
380,0,0
400,0,0
420,1,2e-05
440,4,8e-05
460,0,0
480,1,2e-05
500,3,6e-05
520,2,4e-05
540,4,8e-05
560,5,0.0001
580,7,0.00014
600,9,0.00018
630,6,0.00012
660,8,0.00016
690,22,0.00044
720,11,0.00022
750,18,0.00036
780,17,0.00034
810,17,0.00034
840,21,0.00042
870,27,0.00054
900,57,0.00114
950,57,0.00114
1000,60,0.0012
1050,86,0.00172
1100,75,0.0015
1150,93,0.00186
1200,70,0.0014
1250,98,0.00196
1310,120,0.0024
1370,115,0.0023
1430,107,0.00214
1490,123,0.00246
1550,122,0.00244
1610,155,0.0031
1680,195,0.0039
1750,203,0.00406
1820,221,0.00442
1890,250,0.005
1970,257,0.00514
2050,264,0.00528
