Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,0,0
240,0,0
260,1,2e-05
280,2,4e-05
300,2,4e-05
320,1,2e-05
340,0,0
360,0,0
380,2,4e-05
400,1,2e-05
420,0,0
440,2,4e-05
460,1,2e-05
480,0,0
500,2,4e-05
520,3,6e-05
540,6,0.00012
560,4,8e-05
580,8,0.00016
600,7,0.00014
630,7,0.00014
660,9,0.00018
690,5,0.0001
720,9,0.00018
750,15,0.0003
780,18,0.00036
810,20,0.0004
840,30,0.0006
870,25,0.0005
900,44,0.00088
950,67,0.00134
1000,72,0.00144
1050,61,0.00122
1100,51,0.00102
1150,79,0.00158
1200,77,0.00154
1250,114,0.00228
1310,100,0.002
1370,106,0.00212
1430,129,0.00258
1490,103,0.00206
1550,119,0.00238
1610,149,0.00298
1680,200,0.004
1750,193,0.00386
1820,194,0.00388
1890,218,0.00436
1970,248,0.00496
2050,250,0.005
