Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,0,0
180,0,0
190,0,0
200,0,0
220,1,2e-05
240,2,4e-05
260,1,2e-05
280,0,0
300,3,6e-05
320,1,2e-05
340,1,2e-05
360,1,2e-05
380,1,2e-05
400,1,2e-05
420,1,2e-05
440,2,4e-05
460,5,0.0001
480,1,2e-05
500,1,2e-05
520,4,8e-05
540,0,0
560,3,6e-05
580,1,2e-05
600,7,0.00014
630,14,0.00028
660,3,6e-05
690,13,0.00026
720,12,0.00024
750,25,0.0005
780,20,0.0004
810,18,0.00036
840,23,0.00046
870,28,0.00056
900,64,0.00128
950,57,0.00114
1000,79,0.00158
1050,72,0.00144
1100,85,0.0017
1150,87,0.00174
1200,70,0.0014
1250,88,0.00176
1310,110,0.0022
1370,119,0.00238
1430,134,0.00268
1490,143,0.00286
1550,142,0.00284
1610,156,0.00312
1680,167,0.00334
1750,218,0.00436
1820,223,0.00446
1890,259,0.00518
1970,286,0.00572
2050,271,0.00542
