Bin , nEvents , Efficiencies
150,1,2e-05
160,0,0
170,0,0
180,0,0
190,0,0
200,1,2e-05
220,0,0
240,2,4e-05
260,2,4e-05
280,0,0
300,1,2e-05
320,2,4e-05
340,1,2e-05
360,0,0
380,0,0
400,1,2e-05
420,0,0
440,3,6e-05
460,0,0
480,0,0
500,2,4e-05
520,3,6e-05
540,1,2e-05
560,3,6e-05
580,4,8e-05
600,3,6e-05
630,7,0.00014
660,4,8e-05
690,9,0.00018
720,9,0.00018
750,12,0.00024
780,19,0.00038
810,21,0.00042
840,21,0.00042
870,29,0.00058
900,58,0.00116
950,63,0.00126
1000,61,0.00122
1050,56,0.00112
1100,68,0.00136
1150,74,0.00148
1200,96,0.00192
1250,92,0.00184
1310,116,0.00232
1370,117,0.00234
1430,123,0.00246
1490,139,0.00278
1550,148,0.00296
1610,153,0.00306
1680,173,0.00346
1750,204,0.00408
1820,174,0.00348
1890,234,0.00468
1970,265,0.0053
2050,267,0.00534
