150,0,0
160,1,2e-05
170,1,2e-05
180,1,2e-05
190,1,2e-05
200,0,0
220,2,4e-05
240,5,0.0001
260,1,2e-05
280,5,0.0001
300,5,0.0001
320,3,6e-05
340,5,0.0001
360,11,0.00022
380,7,0.00014
400,13,0.00026
420,15,0.0003
440,14,0.00028
460,17,0.00034
480,23,0.00046
500,23,0.00046
520,28,0.00056
540,17,0.00034
560,29,0.00058
580,20,0.0004
600,54,0.00108
630,49,0.00098
660,57,0.00114
690,59,0.00118
720,88,0.00176
750,73,0.00146
780,84,0.00168
810,88,0.00176
840,102,0.00204
870,89,0.00178
900,160,0.0032
950,182,0.00364
1000,203,0.00406
1050,219,0.00438
1100,224,0.00448
1150,220,0.0044
1200,229,0.00458
1250,261,0.00522
1310,280,0.0056
1370,279,0.00558
1430,300,0.006
1490,347,0.00694
1550,348,0.00696
1610,384,0.00768
1680,432,0.00864
1750,382,0.00764
1820,427,0.00854
1890,501,0.01002
1970,500,0.01
2050,527,0.01054
