Bin , nEvents , Efficiencies
150,7,0.00014
160,10,0.0002
170,9,0.00018
180,14,0.00028
190,19,0.00038
200,47,0.00094
220,52,0.00104
240,67,0.00134
260,98,0.00196
280,114,0.00228
300,122,0.00244
320,127,0.00254
340,128,0.00256
360,139,0.00278
380,136,0.00272
400,152,0.00304
420,175,0.0035
440,154,0.00308
460,190,0.0038
480,188,0.00376
500,188,0.00376
520,192,0.00384
540,186,0.00372
560,215,0.0043
580,200,0.004
600,325,0.0065
630,309,0.00618
660,319,0.00638
690,345,0.0069
720,342,0.00684
750,384,0.00768
780,351,0.00702
810,388,0.00776
840,386,0.00772
870,376,0.00752
900,644,0.01288
950,635,0.0127
1000,647,0.01294
1050,665,0.0133
1100,648,0.01296
1150,656,0.01312
1200,609,0.01218
1250,713,0.01426
1310,724,0.01448
1370,650,0.013
1430,669,0.01338
1490,616,0.01232
1550,685,0.0137
1610,658,0.01316
1680,687,0.01374
1750,649,0.01298
1820,611,0.01222
1890,638,0.01276
1970,576,0.01152
2050,493,0.00986
