Bin , nEvents , Efficiencies
150,0,0
160,0,0
170,1,2e-05
180,1,2e-05
190,0,0
200,2,4e-05
220,5,0.0001
240,7,0.00014
260,3,6e-05
280,8,0.00016
300,4,8e-05
320,6,0.00012
340,6,0.00012
360,16,0.00032
380,12,0.00024
400,18,0.00036
420,26,0.00052
440,24,0.00048
460,44,0.00088
480,46,0.00092
500,57,0.00114
520,53,0.00106
540,64,0.00128
560,75,0.0015
580,63,0.00126
600,113,0.00226
630,104,0.00208
660,121,0.00242
690,110,0.0022
720,119,0.00238
750,124,0.00248
780,130,0.0026
810,151,0.00302
840,126,0.00252
870,155,0.0031
900,253,0.00506
950,256,0.00512
1000,282,0.00564
1050,256,0.00512
1100,313,0.00626
1150,316,0.00632
1200,354,0.00708
1250,414,0.00828
1310,390,0.0078
1370,456,0.00912
1430,436,0.00872
1490,410,0.0082
1550,452,0.00904
1610,534,0.01068
1680,552,0.01104
1750,564,0.01128
1820,585,0.0117
1890,668,0.01336
1970,592,0.01184
2050,642,0.01284
