Bin , nEvents , Efficiencies
150,3,6e-05
160,0,0
170,1,2e-05
180,0,0
190,2,4e-05
200,4,8e-05
220,8,0.00016
240,12,0.00024
260,13,0.00026
280,16,0.00032
300,21,0.00042
320,18,0.00036
340,23,0.00046
360,30,0.0006
380,45,0.0009
400,38,0.00076
420,51,0.00102
440,51,0.00102
460,71,0.00142
480,70,0.0014
500,54,0.00108
520,86,0.00172
540,88,0.00176
560,90,0.0018
580,87,0.00174
600,140,0.0028
630,135,0.0027
660,160,0.0032
690,170,0.0034
720,177,0.00354
750,154,0.00308
780,192,0.00384
810,207,0.00414
840,190,0.0038
870,209,0.00418
900,314,0.00628
950,341,0.00682
1000,344,0.00688
1050,383,0.00766
1100,389,0.00778
1150,372,0.00744
1200,422,0.00844
1250,493,0.00986
1310,483,0.00966
1370,532,0.01064
1430,562,0.01124
1490,493,0.00986
1550,566,0.01132
1610,635,0.0127
1680,606,0.01212
1750,603,0.01206
1820,594,0.01188
1890,653,0.01306
1970,648,0.01296
2050,705,0.0141
